100654 100663 0.7537
100654 101189 0.9373
100654 101480 0.9831
100654 101693 0.8009999999999999
100654 101912 0.9281999999999999
100654 102049 0.5994
100654 102234 0.7282
100654 102368 0.9448
100654 102845 0.938
100654 103893 0.6471
100654 104188 0.45809999999999995
100654 104805 0.4918
100654 105163 0.9268000000000001
100654 105330 0.7989999999999999
100654 105516 0.8654
100654 106306 0.8674
100654 106467 0.8889
100654 106704 0.8711
100654 107044 0.6695
100654 107141 0.6377
100654 110060 0.5088
100654 110370 0.6731
100654 110538 0.7309
100654 110583 0.6881
100654 110644 0.47809999999999997
100654 110918 0.9586
100654 111188 0.7043
100654 112084 0.8789
100654 112394 0.9789
100654 112570 0.8002
100654 113698 0.7527
100654 115755 0.891
100654 117113 0.866
100654 117627 0.7996
100654 117946 0.5331
100654 118693 0.8837999999999999
100654 119173 0.6535
100654 119775 0.9414
100654 120865 0.8462000000000001
100654 121345 0.33409999999999995
100654 122454 0.9967
100654 122852 0.5337999999999999
100654 123457 0.819
100654 123554 0.6164
100654 125763 0.6237
100654 126076 0.8753
100654 126702 0.9149
100654 126818 0.6531
100654 127024 0.9682999999999999
100654 127556 0.9909
100654 127699 0.8086
100654 127918 0.7107
100654 128498 0.6851
100654 128902 0.45599999999999996
100654 129941 0.7471
100654 130253 0.5937
100654 130776 0.8467
100654 130989 0.8659
100654 131283 0.6062
100654 131469 0.4831
100654 132657 0.8786
100654 133465 0.8649
100654 133650 0.882
100654 134130 0.42600000000000005
100654 134811 0.8943
100654 135391 0.9437
100654 135939 0.8183
100654 136288 0.8978999999999999
100654 136473 0.98
100654 137281 0.8831
100654 137546 0.6505
100654 137777 0.49139999999999995
100654 138275 0.8639
100654 138600 0.5712
100654 138716 0.8665
100654 138947 0.9021
100654 139144 0.6899
100654 139250 0.8823
100654 139861 0.6799
100654 139968 0.846
100654 140988 0.8276
100654 141264 0.8896999999999999
100654 141486 0.9071
100654 142285 0.7533
100654 143048 0.751
100654 143358 0.5351
100654 144005 0.9156
100654 144281 0.8855999999999999
